season,week,home_team,away_team,home_points,away_points,neutral_site,home_conference,away_conference
2022,1,Pace,East Stroudsburg University,31,16,False,Northeast 10,Pennsylvania State Athletic
2022,1,Frostburg State,American International,21,7,False,Mountain East,Northeast 10
2022,1,East Central (OK),Harding University,12,29,False,Great American,Great American
2022,1,Oklahoma Baptist,Ouachita Baptist,32,42,False,Great American,Great American
2022,1,Southeastern Oklahoma State,Arkansas Tech,41,34,False,Great American,Great American
2022,1,Southern Nazarene,Arkansas-Monticello,26,40,False,Great American,Great American
2022,1,Northern Michigan,McKendree,24,31,False,GLIAC,Great Lakes
2022,1,Quincy,Glenville State,15,44,False,Great Lakes,Mountain East
2022,1,Grand Valley State University,Colorado School Of Mines,25,22,False,GLIAC,Rocky Mountain
2022,1,Washburn,Lincoln (MO),45,3,False,Mid America,Mid America
2022,1,St. Anselm,Millersville,28,10,False,Northeast 10,Pennsylvania State Athletic
2022,1,Gannon,University Of Charleston (WV),47,13,False,Pennsylvania State Athletic,Mountain East
2022,1,UVA Wise,Ferrum,41,9,False,South Atlantic,Old Dominion
2022,1,Northern State,Upper Iowa University,30,0,False,Northern Sun,Northern Sun
2022,1,Bemidji State,Minnesota State Mankato,34,37,False,Northern Sun,Northern Sun
2022,1,Virginia Union,Virginia University Of Lynchburg,77,0,False,CIAA,
2022,1,Wheeling,Seton Hill,25,11,False,Mountain East,Pennsylvania State Athletic
2022,1,Missouri S&T,South Dakota Mines,20,43,False,Great Lakes,Rocky Mountain
2022,1,Southern Arkansas,Northwestern Oklahoma State,62,31,False,Great American,Great American
2022,1,Pittsburgh,West Virginia,38,31,False,ACC,Big 12
2022,1,Trine University,Anderson (IN),38,0,False,Michigan,Heartland
2022,1,Millsaps,Belhaven,21,49,False,Southern Athletic,USA South
2022,1,Furman,North Greenville,52,0,False,Southern,Gulf South
2022,1,Samford,Kennesaw State,27,17,False,Southern,Atlantic Sun
2022,1,Valdosta State,Keiser University,36,21,False,Gulf South,
2022,1,Oklahoma State,Central Michigan,58,44,False,Big 12,Mid-American
2022,1,UT Martin,Western Illinois,42,25,False,OVC,MVFC
2022,1,Ferris State,Central Washington,36,20,False,GLIAC,Lone Star
2022,1,East Tennessee State,Mars Hill,44,7,False,Southern,South Atlantic
2022,1,Concordia University St Paul,Augustana University (SD),14,28,False,Northern Sun,Northern Sun
2022,1,Wake Forest,VMI,44,10,False,ACC,Southern
2022,1,William Jewell,Colorado Mesa,14,37,False,Great Lakes,Rocky Mountain
2022,1,East Texas A&M,Lincoln (CA),52,7,False,Southland,
2022,1,Weber State,Western Oregon,41,5,False,Big Sky,Lone Star
2022,1,Emporia State University,Northeastern State,42,17,False,Mid America,Mid America
2022,1,Angelo State,Chadron St,35,0,False,Lone Star,Rocky Mountain
2022,1,Southern Utah,St. Thomas (MN),44,13,False,Western Athletic,Pioneer
2022,1,Central Arkansas,Missouri State,14,27,False,Atlantic Sun,MVFC
2022,1,Tarleton State,Mississippi Valley State,29,13,False,Western Athletic,SWAC
2022,1,Northwest Missouri St,Fort Hays State,33,19,False,Mid America,Mid America
2022,1,UAB,Alabama A&M,59,0,False,Conference USA,SWAC
2022,1,Henderson State,Southwestern Oklahoma State,30,13,False,Great American,Great American
2022,1,Pittsburg St,Central Missouri,21,10,False,Mid America,Mid America
2022,1,Missouri Southern State,Nebraska-Kearney,7,24,False,Mid America,Mid America
2022,1,Missouri Western,Central Oklahoma,35,0,False,Mid America,Mid America
2022,1,Northern Illinois,Eastern Illinois,34,27,False,Mid-American,OVC
2022,1,Abilene Christian,Lamar,28,14,False,Western Athletic,Southland
2022,1,Missouri,Louisiana Tech,52,24,False,SEC,Conference USA
2022,1,Purdue,Penn State,31,35,False,Big Ten,Big Ten
2022,1,Dickinson State University,Black Hills State,2,17,True,,Rocky Mountain
2022,1,Minnesota,New Mexico State,38,0,False,Big Ten,FBS Independents
2022,1,Arizona State,Northern Arizona,40,3,False,Pac-12,Big Sky
2022,1,San José State,Portland State,21,17,False,Mountain West,Big Sky
2022,1,Fresno State,Cal Poly,35,7,False,Mountain West,Big Sky
2022,1,West Chester,Bentley,17,16,False,Pennsylvania State Athletic,Northeast 10
2022,1,Salisbury,Albright,49,0,False,New Jersey,Mid Atlantic
2022,1,Villanova,Lehigh,45,17,False,CAA,Patriot
2022,1,Curry College,MIT,20,34,False,Commonwealth Coast,NEWMAC
2022,1,Westfield State,Nichols College,29,30,False,MSCAC,Commonwealth Coast
2022,1,Worcester St,Worcester Polytechnic Institute,21,58,False,MSCAC,NEWMAC
2022,1,Old Dominion,Virginia Tech,20,17,False,Sun Belt,ACC
2022,1,Michigan State,Western Michigan,35,13,False,Big Ten,Mid-American
2022,1,Springfield,Western New England,42,14,False,NEWMAC,Commonwealth Coast
2022,1,Charlotte,William & Mary,24,41,False,Conference USA,CAA
2022,1,Reading,Ursinus,27,59,False,Mid Atlantic,Centennial
2022,1,Hobart College,Alfred University,36,6,False,Liberty League,Empire 8
2022,1,Fitchburg State,Dean College,33,28,False,MSCAC,ECFC
2022,1,Merchant Marine Academy,FDU-Florham,7,17,False,NEWMAC,Mid Atlantic
2022,1,Franklin & Marshall,Lebanon Valley,26,7,False,Centennial,Mid Atlantic
2022,1,Merrimack,Holy Cross,17,31,False,NEC,Patriot
2022,1,Eastern Michigan,Eastern Kentucky,42,34,False,Mid-American,Atlantic Sun
2022,1,Carnegie Mellon,Whitworth,35,17,False,Presidents',Northwest
2022,1,Duke,Temple,30,0,False,ACC,American Athletic
2022,1,Kansas,Tennessee Tech,56,10,False,Big 12,OVC
2022,1,Indiana,Illinois,23,20,False,Big Ten,Big Ten
2022,1,Colorado,TCU,13,38,False,Pac-12,Big 12
2022,1,Marist,Georgetown,12,43,False,Pioneer,Patriot
2022,1,Case Western Reserve,Johns Hopkins University,14,54,False,Presidents',Centennial
2022,1,Assumption,Kutztown University,3,0,False,Northeast 10,Pennsylvania State Athletic
2022,1,Marietta,Dubuque,14,13,False,Ohio,American Rivers
2022,1,Delaware Valley,Westminster (PA),22,8,False,Mid Atlantic,Presidents'
2022,1,Cortland,Wittenberg,48,28,False,Empire 8,North Coast
2022,1,Salve Regina,Norwich,7,0,False,Commonwealth Coast,NEWMAC
2022,1,Wayland Baptist,Hardin-Simmons,14,79,True,,American Southwest
2022,1,App State,North Carolina,61,63,False,Sun Belt,ACC
2022,1,Boston College,Rutgers,21,22,False,ACC,Big Ten
2022,1,Maryland,Buffalo,31,10,False,Big Ten,Mid-American
2022,1,Plymouth State,Castleton,20,7,False,MSCAC,ECFC
2022,1,College Of New Jersey,Moravian,31,13,False,New Jersey,Centennial
2022,1,Ohio Dominican,Findlay,28,14,False,Great Midwest Athletic,Great Midwest Athletic
2022,1,Greensboro College,Guilford College,48,37,False,USA South,Old Dominion
2022,1,Texas A&M,Sam Houston,31,0,False,SEC,Western Athletic
2022,1,East Carolina,NC State,20,21,False,American Athletic,ACC
2022,1,Charleston Southern,Western Carolina,38,52,False,Big South,Southern
2022,1,Robert Morris,Dayton,20,22,False,Big South,Pioneer
2022,1,Albion,Carthage,52,0,False,Michigan,CCIW
2022,1,Michigan,Colorado State,51,7,False,Big Ten,Mountain West
2022,1,UMass Dartmouth,Husson,35,14,False,MSCAC,Commonwealth Coast
2022,1,Ohio Wesleyan,Otterbein,13,21,False,North Coast,Ohio
2022,1,Iowa,South Dakota State,7,3,False,Big Ten,MVFC
2022,1,Brockport,Framingham State,27,7,False,Empire 8,MSCAC
2022,1,UConn,Central Connecticut,28,3,False,FBS Independents,NEC
2022,1,Allegheny,Union (NY),27,42,False,Presidents',Liberty League
2022,1,Navy,Delaware,7,14,False,American Athletic,CAA
2022,1,Bridgewater State,Ithaca College,14,51,False,MSCAC,Liberty League
2022,1,Southwestern University,California Lutheran University,7,37,False,American Southwest,So. Cal.
2022,1,SUNY Morrisville,Kean,10,0,False,Empire 8,New Jersey
2022,1,Lafayette,Sacred Heart,6,0,False,Patriot,NEC
2022,1,Virginia,Richmond,34,17,False,ACC,CAA
2022,1,Ohio Northern,Alma,13,16,False,Ohio,Michigan
2022,1,Depauw,Rose-Hulman,17,14,False,North Coast,Heartland
2022,1,Lycoming,Susquehanna,16,45,False,Mid Atlantic,Centennial
2022,1,Wabash College,Hampden-Sydney,52,48,False,North Coast,Old Dominion
2022,1,Methodist,Shenandoah,10,27,False,USA South,Old Dominion
2022,1,Kenyon,Bluffton,33,26,False,North Coast,Heartland
2022,1,Ripon,St. Norbert,13,10,False,Midwest,NACC
2022,1,Gallaudet,Waynesburg,14,52,False,ECFC,Presidents'
2022,1,Grove City College,Juniata College,63,6,False,Presidents',Centennial
2022,1,Rensselaer,Dickinson (PA),14,7,False,Liberty League,Centennial
2022,1,Augustana (IL),Rhodes College,34,28,False,CCIW,Southern Athletic
2022,1,Bethany (WV),Hiram College,26,16,False,Presidents',North Coast
2022,1,St. Lawrence,Endicott College,0,27,False,Liberty League,Commonwealth Coast
2022,1,West Virginia State,Shippensburg,29,6,False,Mountain East,Pennsylvania State Athletic
2022,1,Emory & Henry College,Concord University,20,27,False,South Atlantic,Mountain East
2022,1,Bowie State,New Haven,27,20,False,CIAA,Northeast 10
2022,1,Air Force,Northern Iowa,48,17,False,Mountain West,MVFC
2022,1,Alfred State,Misericordia,17,14,False,ECFC,Mid Atlantic
2022,1,Butler,St. Thomas University (Fl),31,26,False,Pioneer,
2022,1,Luther,Presentation,6,29,False,American Rivers,
2022,1,Hartwick,SUNY Maritime,31,10,False,Empire 8,ECFC
2022,1,Hope College,Aurora,38,34,False,Michigan,NACC
2022,1,Saint Vincent,Stevenson,21,25,False,Presidents',Mid Atlantic
2022,1,Sewanee,St. Scholastica,50,0,False,Southern Athletic,Minnesota
2022,1,Kalamazoo,Oberlin,21,14,False,Michigan,North Coast
2022,1,Rockford,Beloit,41,14,False,NACC,Midwest
2022,1,Widener,Rowan,20,42,False,Mid Atlantic,New Jersey
2022,1,McDaniel College,Catholic,27,37,False,Centennial,NEWMAC
2022,1,ERSKINE,UFTL,49,2,False,South Atlantic,
2022,1,William Paterson,Western Connecticut St,28,7,False,New Jersey,MSCAC
2022,1,Keystone,Wilkes,21,48,False,ECFC,Mid Atlantic
2022,1,Montclair State,Thiel,27,6,False,New Jersey,Presidents'
2022,1,St John Fisher University,Buffalo State,62,21,False,Empire 8,Liberty League
2022,1,Gettysburg,Bridgewater (VA),14,29,False,Centennial,Old Dominion
2022,1,Washington & Jefferson,John Carroll University,35,26,False,Presidents',Ohio
2022,1,Coe College,Cornell College (IA),56,7,False,American Rivers,Midwest
2022,1,Northwood (MI),Kentucky Wesleyan,55,13,False,Great Midwest Athletic,Great Midwest Athletic
2022,1,Franklin Pierce,Edinboro University,7,10,True,Northeast 10,Pennsylvania State Athletic
2022,1,Truman State,Davenport,19,20,False,Great Lakes,GLIAC
2022,1,Brevard College,Shorter,6,45,False,USA South,Gulf South
2022,1,Post University,Lock Haven University,34,35,True,Independent DII,Pennsylvania State Athletic
2022,1,Kentucky State,Delta State,10,33,False,SIAC,Gulf South
2022,1,Mount St. Joseph,Baldwin Wallace,31,28,False,Heartland,Ohio
2022,1,University of Mount Union,Defiance College,65,0,False,Ohio,Heartland
2022,1,Coast Guard,Biddeford,10,17,False,NEWMAC,Commonwealth Coast
2022,1,Bethel (MN),Pacific Lutheran,41,9,False,Minnesota,Northwest
2022,1,Maryville College (TN),Berry College,24,31,False,USA South,Southern Athletic
2022,1,McMurry,Birmingham-Southern,9,26,True,American Southwest,Southern Athletic
2022,1,Walsh,Tiffin,0,42,False,Great Midwest Athletic,Great Midwest Athletic
2022,1,Texas Lutheran,Howard Payne,45,59,False,American Southwest,American Southwest
2022,1,Lake Forest College,Wisconsin-Lutheran,42,7,False,Midwest,NACC
2022,1,Wisconsin-Eau Claire,Loras College,30,27,False,Wisconsin,American Rivers
2022,1,Eureka College,Nebraska Wesleyan,6,31,False,NACC,American Rivers
2022,1,Millikin,Greenville,28,14,False,CCIW,Upper Midwest
2022,1,Wisconsin-Oshkosh,East Texas Baptist University,52,13,False,Wisconsin,American Southwest
2022,1,Olivet College,Franklin,35,31,False,Michigan,Heartland
2022,1,Knox College,Westminster College (MO),26,0,False,Midwest,Upper Midwest
2022,1,Delaware State,Lincoln (PA),34,0,False,MEAC,CIAA
2022,1,Bloomsburg,Stonehill,30,33,False,Pennsylvania State Athletic,NEC
2022,1,Central College,St. Olaf,44,13,False,American Rivers,Minnesota
2022,1,Saint John's (MN),Wisconsin-Whitewater,24,10,False,Minnesota,Wisconsin
2022,1,Iowa State,Southeast Missouri State,42,10,False,Big 12,OVC
2022,1,Elmhurst,Wisconsin-River Falls,0,63,False,CCIW,Wisconsin
2022,1,Concordia University Chicago,Chicago,14,34,False,NACC,Midwest
2022,1,Minot State,Winona State,10,24,False,Northern Sun,Northern Sun
2022,1,Jacksonville State,Davidson,35,17,False,Atlantic Sun,Pioneer
2022,1,Youngstown State,Duquesne,31,14,False,MVFC,NEC
2022,1,Hendrix College,Austin,20,0,False,Southern Athletic,American Southwest
2022,1,Martin Luther,Concordia-Wisconsin,14,35,False,Upper Midwest,NACC
2022,1,UCLA,Bowling Green,45,17,False,Pac-12,Mid-American
2022,1,Montana,Northwestern State,47,0,False,Big Sky,Southland
2022,1,Lake Erie,Hillsdale,31,35,False,Great Midwest Athletic,Great Midwest Athletic
2022,1,Willamette,Pomona Pitzer,21,44,False,Northwest,So. Cal.
2022,1,North Dakota State,Drake,56,14,False,MVFC,Pioneer
2022,1,Marshall,Norfolk State,55,3,False,Sun Belt,MEAC
2022,1,Georgia,Oregon,49,3,True,SEC,Pac-12
2022,1,Nebraska,North Dakota,38,17,False,Big Ten,MVFC
2022,1,San Diego State,Arizona,20,38,False,Mountain West,Pac-12
2022,1,Miami,Bethune-Cookman,70,13,False,ACC,SWAC
2022,1,Oklahoma,UTEP,45,13,False,Big 12,Conference USA
2022,1,UTSA,Houston,35,37,False,Conference USA,American Athletic
2022,1,Wyoming,Tulsa,40,37,False,Mountain West,American Athletic
2022,1,Arkansas,Cincinnati,31,24,False,SEC,American Athletic
2022,1,Ole Miss,Troy,28,10,False,SEC,Sun Belt
2022,1,California,UC Davis,34,13,False,Pac-12,Big Sky
2022,1,Lewis & Clark College,Puget Sound,41,15,False,Northwest,Northwest
2022,1,Eastern Washington,Tennessee State,36,29,False,Big Sky,OVC
2022,1,Shaw,Wingate,7,21,False,CIAA,South Atlantic
2022,1,Edward Waters,Clark Atlanta,34,39,False,SIAC,SIAC
2022,1,South Florida,BYU,21,50,False,American Athletic,FBS Independents
2022,1,Northern Colorado,Houston Christian,34,46,False,Big Sky,Southland
2022,1,South Alabama,Nicholls,48,7,False,Sun Belt,Southland
2022,1,Wisconsin-Lacrosse,Dakota State University,42,7,False,Wisconsin,
2022,1,Nevada,Texas State,38,14,False,Mountain West,Sun Belt
2022,1,Randolph-Macon,North Carolina Wesleyan,49,7,False,Old Dominion,USA South
2022,1,USC,Rice,66,14,False,Pac-12,Conference USA
2022,1,James Madison,Middle Tennessee,44,7,False,Sun Belt,Conference USA
2022,1,Ohio,Florida Atlantic,41,38,False,Mid-American,Conference USA
2022,1,Newberry,Allen,40,6,False,South Atlantic,SIAC
2022,1,Hampton,Howard,31,28,False,CAA,MEAC
2022,1,Lenoir-Rhyne,Virginia St,38,19,False,South Atlantic,CIAA
2022,1,Alabama State,Miles College,21,13,False,SWAC,SIAC
2022,1,Buena Vista,Gustavus Adolphus,20,62,False,American Rivers,Minnesota
2022,1,Benedict College,Elizabeth City State,52,14,False,SIAC,CIAA
2022,1,Georgia Southern,Morgan State,59,7,False,Sun Belt,MEAC
2022,1,Alderson-Broaddus,Mercyhurst,28,45,False,Mountain East,Pennsylvania State Athletic
2022,1,Bucknell,Towson,13,14,False,Patriot,CAA
2022,1,Livingstone,Catawba,19,44,False,CIAA,South Atlantic
2022,1,Finlandia University,Benedictine University,7,52,True,Upper Midwest,NACC
2022,1,Morehouse College,West Alabama,16,24,False,SIAC,Gulf South
2022,1,Stetson,Concordia-Michigan,24,14,False,Pioneer,
2022,1,Slippery Rock,Wayne State (MI),42,10,False,Pennsylvania State Athletic,GLIAC
2022,1,Indianapolis,St. Xavier IL,57,0,False,Great Lakes,
2022,1,Washington and Lee,Christopher Newport,3,9,False,Old Dominion,New Jersey
2022,1,West Georgia,Carson-Newman College,38,7,False,Gulf South,South Atlantic
2022,1,Chattanooga,Wofford,31,0,False,Southern,Southern
2022,1,University of Mary,Wayne State (NE),28,33,False,Northern Sun,Northern Sun
2022,1,Albany State GA,Mississippi College,28,14,False,SIAC,Gulf South
2022,1,Alcorn State,Stephen F. Austin,27,31,False,SWAC,Western Athletic
2022,1,West Florida,Warner University,52,3,True,Gulf South,
2022,1,Louisiana,SE Louisiana,24,7,False,Sun Belt,Southland
2022,1,Fayetteville State,UNC Pembroke,15,13,False,CIAA,Mountain East
2022,1,Denison University,Capital,48,31,False,North Coast,Ohio
2022,1,Austin Peay,Presbyterian,63,0,False,Atlantic Sun,Pioneer
2022,1,Prairie View A&M,Texas Southern,40,23,False,SWAC,SWAC
2022,1,Arkansas-Pine Bluff,Lane College,48,42,False,SWAC,SIAC
2022,1,Arkansas State,Grambling,58,3,False,Sun Belt,SWAC
2022,1,Baylor,UAlbany,69,10,False,Big 12,CAA
2022,1,Wisconsin,Illinois State,38,0,False,Big Ten,MVFC
2022,1,Southern Miss,Liberty,27,29,False,Sun Belt,FBS Independents
2022,1,Tulane,Massachusetts,42,10,False,American Athletic,FBS Independents
2022,1,Valparaiso,Indiana Wesleyan,20,17,False,Pioneer,
2022,1,North Park,Manchester,14,23,False,CCIW,Heartland
2022,1,Midwestern State,CSU Pueblo,27,59,False,Lone Star,Rocky Mountain
2022,1,Incarnate Word,Southern Illinois,64,29,False,Southland,MVFC
2022,1,Auburn,Mercer,42,16,False,SEC,Southern
2022,1,Trinity University TX,Sul Ross State,55,7,False,Southern Athletic,American Southwest
2022,1,Kansas State,South Dakota,34,0,False,Big 12,MVFC
2022,1,Vanderbilt,Elon,42,31,False,SEC,CAA
2022,1,Florida,Utah,29,26,False,SEC,Pac-12
2022,1,Coastal Carolina,Army,38,28,False,Sun Belt,FBS Independents
2022,1,UT Permian Basin,Southwest Baptist,17,41,False,Lone Star,Great Lakes
2022,1,Heidelberg,Adrian,31,0,False,Ohio,Michigan
2022,1,Huntingdon College (AL),Linfield College,34,41,False,USA South,Northwest
2022,1,Southern Virginia,Wilmington (OH),27,52,False,USA South,Ohio
2022,1,Mary Hardin-Baylor,Muhlenberg,62,13,False,American Southwest,Centennial
2022,1,Wisconsin-Stevens Pt,Mayville State,24,31,False,Wisconsin,
2022,1,Kentucky,Miami (OH),37,13,False,SEC,Mid-American
2022,1,Southern,Florida Memorial University,86,0,False,SWAC,
2022,1,Utica,University of Rochester (NY),43,28,False,Empire 8,Liberty League
2022,1,Minnesota Morris,Macalester,24,45,False,Upper Midwest,Minnesota
2022,1,Geneva,Wooster,25,33,False,Presidents',North Coast
2022,1,Mississippi State,Memphis,49,23,False,SEC,American Athletic
2022,1,North Texas,SMU,10,48,False,Conference USA,American Athletic
2022,1,Ohio State,Notre Dame,21,10,False,Big Ten,FBS Independents
2022,1,South Carolina,Georgia State,35,14,False,SEC,Sun Belt
2022,1,Alabama,Utah State,55,0,False,SEC,Mountain West
2022,1,North Carolina Central,North Carolina A&T,28,13,True,MEAC,Big South
2022,1,New Mexico,Maine,41,0,False,Mountain West,CAA
2022,1,Western New Mexico,Adams State,34,20,False,Lone Star,Rocky Mountain
2022,1,Texas Tech,Murray State,63,10,False,Big 12,OVC
2022,1,Texas,UL Monroe,52,10,False,Big 12,Sun Belt
2022,1,Western Colorado,West Texas A&M,6,44,False,Rocky Mountain,Lone Star
2022,1,Montana State,McNeese,40,17,False,Big Sky,Southland
2022,1,Syracuse,Louisville,31,7,False,ACC,ACC
2022,1,Northwestern (MN),Augsburg,15,23,False,Upper Midwest,Minnesota
2022,1,Texas A&M-Kingsville,North American University,60,0,False,Lone Star,
2022,1,Stanford,Colgate,41,10,False,Pac-12,Patriot
2022,1,Monmouth (IL),Wartburg,7,34,False,Midwest,American Rivers
2022,1,Crown College,Hamline University,14,39,False,Upper Midwest,Minnesota
2022,1,San Diego,La Verne,58,0,False,Pioneer,So. Cal.
2022,1,Washington State,Idaho,24,17,False,Pac-12,Big Sky
2022,1,Chapman,Pacific (OR),42,21,False,So. Cal.,Northwest
2022,1,NEWBERG,Redlands,38,31,False,Northwest,So. Cal.
2022,1,Oregon State,Boise State,34,17,False,Pac-12,Mountain West
2022,1,Washington,Kent State,45,20,False,Pac-12,Mid-American
2022,1,Sacramento State,Utah Tech,56,33,False,Big Sky,Western Athletic
2022,1,Hawai'i,Western Kentucky,17,49,False,Mountain West,Conference USA
2022,1,Hanover College,Centre College Kentucky,29,31,False,Heartland,Southern Athletic
2022,1,Jackson State,Florida A&M,59,3,True,SWAC,SWAC
2022,1,Central State (OH),Winston-Salem,41,21,True,SIAC,CIAA
2022,1,Tuskegee,Fort Valley State,6,21,True,SIAC,SIAC
2022,1,Florida State,LSU,24,23,True,ACC,SEC
2022,1,Georgia Tech,Clemson,10,41,True,ACC,ACC
2022,2,West Liberty,Alderson-Broaddus,30,17,False,Mountain East,Mountain East
2022,2,Fairmont State,University Of Charleston (WV),38,40,False,Mountain East,Mountain East
2022,2,Quincy,Trinity International (IL),53,14,False,Great Lakes,
2022,2,Central Oklahoma,Emporia State University,21,13,False,Mid America,Mid America
2022,2,Fort Hays State,Missouri Western,19,35,False,Mid America,Mid America
2022,2,Missouri State,UT Martin,35,30,False,MVFC,OVC
2022,2,Central Missouri,Washburn,32,40,False,Mid America,Mid America
2022,2,Nebraska-Kearney,Pittsburg St,28,35,False,Mid America,Mid America
2022,2,Merrimack,Assumption,45,17,False,NEC,Northeast 10
2022,2,Worcester Polytechnic Institute,Endicott College,0,24,False,NEWMAC,Commonwealth Coast
2022,2,SUNY Maritime,Mass Maritime,17,14,False,ECFC,MSCAC
2022,2,Nichols College,Dean College,71,55,False,Commonwealth Coast,ECFC
2022,2,FDU-Florham,William Paterson,28,21,False,Mid Atlantic,New Jersey
2022,2,UCF,Louisville,14,20,False,American Athletic,ACC
2022,2,New Mexico,Boise State,14,31,False,Mountain West,Mountain West
2022,2,Shepherd,Edinboro University,41,7,False,Pennsylvania State Athletic,Pennsylvania State Athletic
2022,2,Arkansas,South Carolina,44,30,False,SEC,SEC
2022,2,Miami,Southern Miss,30,7,False,ACC,Sun Belt
2022,2,Georgia State,North Carolina,28,35,False,Sun Belt,ACC
2022,2,Northwestern,Duke,23,31,False,Big Ten,ACC
2022,2,Minnesota,Western Illinois,62,10,False,Big Ten,MVFC
2022,2,Vanderbilt,Wake Forest,25,45,False,SEC,ACC
2022,2,Framingham State,St John Fisher University,31,20,False,MSCAC,Empire 8
2022,2,Otterbein,Heidelberg,7,34,False,Ohio,Ohio
2022,2,Oberlin,Reading,35,38,False,North Coast,Mid Atlantic
2022,2,Alfred University,Mount St. Joseph,37,43,False,Empire 8,Heartland
2022,2,Army,UTSA,38,41,False,FBS Independents,Conference USA
2022,2,Texas,Alabama,19,20,False,Big 12,SEC
2022,2,Duquesne,Thomas More College,34,14,False,NEC,
2022,2,Hilbert College,Denison University,0,63,True,North Coast,North Coast
2022,2,Kutztown University,PennWest California,24,19,False,Pennsylvania State Athletic,Pennsylvania State Athletic
2022,2,Utica,Kean,21,15,False,Empire 8,New Jersey
2022,2,West Chester,Slippery Rock,14,35,False,Pennsylvania State Athletic,Pennsylvania State Athletic
2022,2,Cortland,College Of New Jersey,63,7,False,Empire 8,New Jersey
2022,2,UNC Pembroke,West Virginia Wesleyan,50,26,False,Mountain East,Mountain East
2022,2,Kansas State,Missouri,40,12,False,Big 12,SEC
2022,2,Millersville,Gannon,10,16,False,Pennsylvania State Athletic,Pennsylvania State Athletic
2022,2,Springfield,Rowan,35,38,False,NEWMAC,New Jersey
2022,2,Montclair State,Delaware Valley,6,14,False,New Jersey,Mid Atlantic
2022,2,Anna Maria College,UMass Dartmouth,63,48,False,ECFC,MSCAC
2022,2,Notre Dame College,Wheeling,27,14,False,Mountain East,Mountain East
2022,2,Norwich,St. Lawrence,19,30,False,NEWMAC,Liberty League
2022,2,Albion,Bluffton,51,2,False,Michigan,Heartland
2022,2,Hiram College,Wooster,21,49,False,North Coast,North Coast
2022,2,Penn State,Ohio,46,10,False,Big Ten,Mid-American
2022,2,Shorter,Catawba,34,21,False,Gulf South,South Atlantic
2022,2,Husson,Plymouth State,0,17,False,Commonwealth Coast,MSCAC
2022,2,Ohio State,Arkansas State,45,12,False,Big Ten,Sun Belt
2022,2,NC State,Charleston Southern,55,3,False,ACC,Big South
2022,2,Lebanon Valley,Lycoming,20,21,False,Mid Atlantic,Mid Atlantic
