season,week,team,games_played,off_ppa_cum,off_success_cum,off_explosive_cum,def_ppa_cum,def_success_cum,def_explosive_cum,off_pass_ppa_cum,off_pass_success_cum,off_rush_ppa_cum,off_rush_success_cum,def_pass_ppa_cum,def_pass_success_cum,def_rush_ppa_cum,def_rush_success_cum
2022,1,Hawai'i,2,-0.08865950065583753,0.3987341772151899,1.1374208402627275,0.4310440716377577,0.49206349206349204,1.4925831748655547,-0.04396121993010749,0.3839285714285714,-0.14294972582605966,0.46354166666666663,0.3735336861234013,0.4423076923076923,0.4847777455058776,0.5138640429338104
2022,1,Vanderbilt,2,0.384195101155811,0.4645669291338583,1.538393061461787,-0.03627206096880154,0.3881578947368421,1.2505187559259143,0.3466878714002757,0.4423076923076923,0.37484729096295244,0.4585755813953488,0.24398522002670842,0.4363095238095238,-0.279035938530784,0.3839285714285714
2022,1,Alabama,1,0.4616492456813624,0.5416666666666666,1.4183748211868092,-0.23257729311773595,0.22033898305084745,1.1572757646546288,0.5473769239339363,0.5121951219512195,0.3482674776698935,0.5806451612903226,-0.2823628660878568,0.18181818181818182,-0.20297506054090733,0.24324324324324326
2022,1,Utah State,2,0.022886851665494198,0.36428571428571427,1.1403889065975814,0.26382622892990715,0.4647887323943662,1.3952227450348709,0.12435663074267891,0.3812316715542522,-0.09685893454699411,0.32162162162162167,0.3001880363436201,0.4227642276422764,0.2792898107251945,0.5140067911714771
2022,1,Arkansas,1,0.22432843143692324,0.38028169014084506,1.3967158433089757,0.2427224751656069,0.410958904109589,1.5335660964575153,0.42644266812924275,0.42857142857142855,0.09271916103262216,0.3488372093023256,0.29684060089058606,0.4,0.1557469159647476,0.42857142857142855
2022,1,Cincinnati,1,0.2427224751656069,0.410958904109589,1.5335660964575153,0.22432843143692324,0.38028169014084506,1.3967158433089757,0.29684060089058606,0.4,0.1557469159647476,0.42857142857142855,0.42644266812924275,0.42857142857142855,0.09271916103262216,0.3488372093023256
2022,1,Auburn,1,0.4373442479997497,0.5483870967741935,1.3404385005088941,0.08959264930415918,0.2878787878787879,1.2944035365120534,0.6499662992231273,0.5789473684210527,0.42620312020608314,0.5609756097560976,0.2759994532308613,0.3888888888888889,-0.13409551540788328,0.16666666666666666
2022,1,Mercer,2,0.41420276251821775,0.45528455284552843,1.4379404037873964,0.15770304747807595,0.4357142857142857,1.15805452078851,0.5792858314586007,0.46944444444444444,0.3029844144844296,0.4346846846846847,0.35542568780801626,0.4868421052631579,0.12121968970323854,0.43048780487804883
2022,1,Florida,1,0.4132533319834936,0.5873015873015873,1.0439975279918254,0.22226426628312235,0.5352112676056338,1.0109211432906047,0.4772592550101034,0.5833333333333334,0.37386507165942606,0.5897435897435898,0.18672314516125957,0.5,0.25142621181900976,0.5641025641025641
2022,1,Utah,1,0.22226426628312235,0.5352112676056338,1.0109211432906047,0.4132533319834936,0.5873015873015873,1.0439975279918254,0.18672314516125957,0.5,0.25142621181900976,0.5641025641025641,0.4772592550101034,0.5833333333333334,0.37386507165942606,0.5897435897435898
